IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,
31259872,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,,,MILLBANK,RD,,,BURGESS,,,,,38.083237414,-84.470161102,0.240,2/3/2023 12:00:00 AM,0745,2,1,0,0,CLEAR,DRY,True,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,2/20/2023 2:06:35 PM,False,55082,Accepted,
31159084,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,US0025,,GEORGETOWN,RD,,,SANDERSVILLE,,,,,38.085900275,-84.510736188,16.969,1/28/2023 12:00:00 AM,1850,2,1,0,0,CLEAR,DRY,False,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,1/29/2023 12:10:10 AM,False,56199,Accepted,
31169621,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,,,SOUTHVIEW,DR,,,,,LONGVIEW,,SOUTHLAND,38.018048392,-84.527285959,0.035,1/28/2023 12:00:00 AM,1552,2,1,0,0,CLEAR,DRY,False,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/31/2023 1:48:54 PM,False,40251,Accepted,
31240780,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,,,LIMESTONE,,S,,PINE,,,,,38.042646164,-84.502290740,0.650,1/27/2023 12:00:00 AM,1717,2,1,0,0,CLEAR,DRY,False,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,2/15/2023 8:41:48 PM,False,59436,Accepted,
31190266,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,US0060,,VERSAILLES,RD,,,DELMONT,,,,,38.049320273,-84.528274478,6.733,1/27/2023 12:00:00 AM,0933,2,1,0,1,CLOUDY,DRY,True,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,2/5/2023 8:43:51 AM,False,56662,Accepted,
31150513,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,,,ALEXANDRIA,DR,,,,,ROCKY POINT,,CAMBRIDGE,38.051600088,-84.552548953,2.683,1/26/2023 12:00:00 AM,1437,2,1,0,1,CLEAR,DRY,True,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/26/2023 6:58:17 PM,False,55504,Accepted,
31150920,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,,359,THOMPSON,RD,,,,,,,,38.057794645,-84.518000226,0.205,1/19/2023 12:00:00 AM,1936,2,1,0,1,CLEAR,DRY,False,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/ON,,,1/26/2023 9:41:47 PM,False,56197,Accepted,
31238551,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,,,LIBERTY,RD,,,,,ELLISON,,APPLETREE,38.033020783,-84.459553288,0.833,1/19/2023 12:00:00 AM,0528,2,1,1,0,RAINING,WET,False,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,2/15/2023 12:13:48 PM,False,47843,Accepted,
31117256,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,,,STONE,RD,,,,,,,,38.006092806,-84.528952982,0.045,1/19/2023 12:00:00 AM,0836,2,1,0,1,CLEAR,DRY,False,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/19/2023 12:10:42 PM,False,56481,Accepted,
31116096,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,US0027,,BROADWAY,,N,,,,CANE RUN,KY0004,NEW CIRCLE,38.068993984,-84.470509502,8.632,1/18/2023 12:00:00 AM,1627,2,1,0,1,CLOUDY,DRY,False,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/19/2023 8:26:35 AM,False,56413,Accepted,
31071624,0340300,UNIVERSITY OF KENTUCKY POLICE,Accepted,FAYETTE,,,UNIVERSITY,DR,,,HILLTOP,,,,,38.032226089,-84.502643595,0.849,1/10/2023 12:00:00 AM,1235,2,1,0,1,CLEAR,DRY,False,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/11/2023 3:52:28 PM,False,6959,Accepted,
31064384,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,US0027,,LIMESTONE,,S,,PRALL,,,,,38.037746372,-84.507227079,5.359,1/9/2023 12:00:00 AM,1058,2,1,0,1,CLEAR,DRY,False,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,,,1/10/2023 11:57:03 AM,False,57918,Accepted,
31095330,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,,,GREENTREE,RD,,,GAINESWAY,,,,,37.989643521,-84.482436317,0.165,1/7/2023 12:00:00 AM,1609,2,1,0,1,CLEAR,DRY,True,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/14/2023 6:19:29 PM,False,57481,Accepted,
31052362,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,US0027,,BOLIVAR,ST,,,,,PLUNKETT,,MILL,38.043170983,-84.506759307,5.917,1/7/2023 12:00:00 AM,1059,2,1,0,1,CLEAR,DRY,False,COLLISION WITH BICYCLIST NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/7/2023 3:44:28 PM,False,51884,Accepted,
31018118,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,US0025,,MAIN,ST,E,,,,,,,38.045081790,-84.495627540,13.815,1/4/2023 12:00:00 AM,1013,2,1,0,1,CLOUDY,WET,False,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/4/2023 1:21:07 PM,False,49741,Accepted,
